intercept,age,age^2,id,data_names,traj_gt,y1,y2
1.0,68.19310397127282,4650.299429236825,1,1_0,1,4.874896497633342,5.007973702671291
1.0,73.19310397127282,5357.230468949553,1,1_1,1,4.972271436003055,4.903405450805248
1.0,78.19310397127282,6114.161508662281,1,1_2,1,4.708326312097351,4.821642743418242
1.0,54.13851469182579,2930.9787730370367,2,2_0,1,5.302883199336218,5.193132159482384
1.0,59.13851469182579,3497.363919955295,2,2_1,1,5.206096514186124,5.129397813601446
1.0,64.13851469182579,4113.749066873553,2,2_2,1,4.978147171314125,5.065313641156971
1.0,58.28245348098468,3396.844383763143,3,3_0,1,5.184020103204272,5.059987408868106
1.0,63.282453480984685,4004.6689185729906,3,3_1,1,5.03584365138132,4.983862312754194
1.0,68.28245348098469,4662.493453382837,3,3_2,1,5.07361904723557,4.895123905945519
1.0,59.795287367334836,3575.476391342153,4,4_0,1,5.058324564163685,5.045554555096858
1.0,64.79528736733484,4198.429265015501,4,4_1,1,5.076952075384626,4.973093662050046
1.0,69.79528736733484,4871.382138688849,4,4_2,1,4.968038619760917,4.9801362754146865
1.0,53.32231502675648,2843.2692798126595,5,5_0,1,5.197863305995966,5.159745196123285
1.0,58.32231502675648,3401.4924300802245,5,5_1,1,5.046435601400385,5.192922290338044
1.0,63.32231502675648,4009.715580347789,5,5_2,1,5.026934752708424,5.002016111092571
1.0,48.13853096032158,2317.3181630178397,6,6_0,1,5.23329851142911,5.164034590140523
1.0,53.13853096032158,2823.7034726210554,6,6_1,1,5.237800881013777,5.254775480375019
1.0,58.13853096032158,3380.088782224271,6,6_2,1,5.101889054181802,5.101280862901287
1.0,55.9211831873542,3127.1787290736265,7,7_0,1,5.125278481420393,5.135694470239294
1.0,60.9211831873542,3711.3905609471685,7,7_1,1,5.059600313500959,5.083573258503853
1.0,65.9211831873542,4345.6023928207105,7,7_2,1,4.987844497009586,5.022134526379573
1.0,59.9643171225587,3595.719327974786,8,8_0,1,5.044504502491477,5.056941104056746
1.0,64.9643171225587,4220.362499200373,8,8_1,1,4.970720935748168,4.995384056192164
1.0,69.9643171225587,4895.0056704259605,8,8_2,1,4.8952545691217235,4.943574342431149
1.0,69.8590491569309,4880.286749110487,9,9_0,1,4.918086846761452,5.0101940109207606
1.0,74.8590491569309,5603.877240679796,9,9_1,1,4.827666865731615,4.888195322556028
1.0,79.8590491569309,6377.467732249105,9,9_2,1,4.822406534510826,4.823804090199125
1.0,64.43121206913297,4151.381088697586,10,10_0,1,5.096192047134492,4.9488152814319974
1.0,69.43121206913297,4820.693209388915,10,10_1,1,4.970115387742191,5.031041316181004
1.0,74.43121206913297,5540.005330080246,10,10_2,1,4.832405352420936,4.895493682411401
1.0,48.95047739569598,2396.149237266543,11,11_0,1,5.26626053380413,5.282858683510976
1.0,53.95047739569598,2910.6540112235025,11,11_1,1,5.180973846739772,5.176913870402752
1.0,58.95047739569598,3475.1587851804625,11,11_2,1,5.172794359050211,5.068798341314159
1.0,70.30292606198282,4942.501412876622,12,12_0,1,5.035773329390797,4.972933318035939
1.0,75.30292606198282,5670.530673496451,12,12_1,1,4.906568624689671,4.975535864388035
1.0,80.30292606198282,6448.559934116279,12,12_2,1,4.734700787615813,4.893754131924184
1.0,49.688134812558474,2468.9107411509854,13,13_0,1,5.181465579699681,5.327598411585638
1.0,54.688134812558474,2990.79208927657,13,13_1,1,5.23973091001928,5.12661708095853
1.0,59.688134812558474,3562.673437402155,13,13_2,1,5.095214732172317,5.067144284282876
1.0,45.79282686536556,2096.982992321346,14,14_0,1,5.332740283073719,5.359336423409215
1.0,50.79282686536556,2579.9112609750014,14,14_1,1,5.286635593679697,5.3268779631164485
1.0,55.79282686536556,3112.839529628657,14,14_2,1,5.204795518762933,5.270849505720681
1.0,48.805627070931855,2381.9892337868764,15,15_0,1,5.349686730177967,5.286035380244327
1.0,53.805627070931855,2895.045504496195,15,15_1,1,5.19017206997967,5.248607334172865
1.0,58.805627070931855,3458.1017752055136,15,15_2,1,5.221623989230421,5.189335053262176
1.0,79.11625941680595,6259.382504107335,16,16_0,1,4.858028681390861,4.761384191741915
1.0,84.11625941680595,7075.545098275395,16,16_1,1,4.629967280772247,4.758836355992324
1.0,89.11625941680595,7941.707692443454,16,16_2,1,4.769798182705492,4.675685403675785
1.0,77.6911793220729,6035.919344454487,17,17_0,1,4.855616994322841,4.857066555968691
1.0,82.6911793220729,6837.831137675216,17,17_1,1,4.7765122734202485,4.642248771366835
1.0,87.6911793220729,7689.742930895945,17,17_2,1,4.622486367531792,4.639881421330184
1.0,50.59448793956621,2559.8022098669103,18,18_0,1,5.181744118360995,5.318058210555073
1.0,55.59448793956621,3090.7470892625724,18,18_1,1,5.112125565930517,5.164550148467497
1.0,60.59448793956621,3671.6919686582346,18,18_2,1,5.179444497849167,5.071052813301733
1.0,53.199034768735125,2830.1373003250887,19,19_0,1,5.226112091021088,5.080626907137741
1.0,58.199034768735125,3387.1276480124397,19,19_1,1,5.102974177582775,5.158970899036816
1.0,63.199034768735125,3994.117995699791,19,19_2,1,5.048613458039538,5.038866799685717
1.0,46.31349278261257,2144.9396137251065,20,20_0,1,5.424892122532091,5.312629051030644
1.0,51.31349278261257,2633.0745415512324,20,20_1,1,5.2390669036587,5.265905898082673
1.0,56.31349278261257,3171.209469377358,20,20_2,1,5.045344838098093,5.224219007555524
1.0,54.88613836298469,3012.4881844006995,21,21_0,1,5.227207224905243,5.251558777820547
1.0,59.886138362984696,3586.3495680305473,21,21_1,1,5.155858175274111,5.083593465663269
1.0,64.8861383629847,4210.210951660394,21,21_2,1,5.066124448459754,5.054414100714238
1.0,60.15748960911641,3618.923556070949,22,22_0,1,5.078945405923174,5.01191708600061
1.0,65.15748960911641,4245.498452162113,22,22_1,1,5.035292179096827,4.978473577657084
1.0,70.15748960911641,4922.073348253277,22,22_2,1,4.9174809151557755,4.942705313543008
1.0,61.20536520222841,3746.096729538152,23,23_0,1,5.0390094720070335,5.040790747526776
1.0,66.2053652022284,4383.1503815604365,23,23_1,1,4.983297693477465,4.988141577798247
1.0,71.2053652022284,5070.2040335827205,23,23_2,1,4.923986796324721,4.8741006615662865
1.0,69.59485565059582,4843.443933027269,24,24_0,1,4.949914776080965,4.93516067109513
1.0,74.59485565059582,5564.392489533227,24,24_1,1,4.815493242807246,4.869835123598062
1.0,79.59485565059582,6335.341046039185,24,24_2,1,4.772574105089994,4.942868850703607
1.0,60.33000164200084,3639.709098123824,25,25_0,1,5.050873033574698,5.130637736298564
1.0,65.33000164200084,4268.009114543832,25,25_1,1,4.938266904315088,5.075660134395428
1.0,70.33000164200084,4946.30913096384,25,25_2,1,4.844052660534356,4.902403387380493
1.0,65.71796718043376,4318.851210328568,26,26_0,1,5.047473045802421,5.029193981469462
1.0,70.71796718043376,5001.030882132906,26,26_1,1,4.9680695083172965,4.856131772897393
